Day;AnimalsCount;GrassCount;FreeFields;AvgAnimalEnergy;AvgDaysAlive;AvgChildCount;MostPopularGen
368;377;2765;2235;146,578;19,264;1,812;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
369;375;2739;2261;148,100;19,283;1,819;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
370;368;2724;2276;150,219;19,315;1,832;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
371;374;2712;2288;151,171;19,337;1,837;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
372;372;2690;2310;148,750;19,375;1,844;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
373;376;2675;2325;149,128;19,404;1,846;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
374;371;2655;2345;149,644;19,576;1,852;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
375;374;2633;2367;148,356;19,582;1,858;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
376;377;2618;2382;147,927;19,586;1,875;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
377;379;2601;2399;145,628;19,628;1,881;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
378;380;2578;2422;144,933;19,623;1,887;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
379;377;2566;2434;144,468;19,659;1,886;[3  4  0  5  4  7  6  5  6  7  0  2  2  2  6  6  1  4  3  2  7  4  7  7  4  7  4  6  4  2  4  2  0  3  5  4  7  3  6  7  1  3  3  7  2  6  6  3  4  0]
380;379;2546;2454;144,706;19,658;1,892;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
381;377;2531;2469;145,296;19,694;1,894;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
382;378;2509;2491;145,323;19,730;1,915;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
383;378;2488;2512;144,477;19,737;1,926;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
384;380;2470;2530;143,573;19,774;1,932;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
385;381;2467;2533;144,449;19,778;1,948;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
386;386;2445;2555;142,074;19,853;1,933;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
387;385;2418;2582;140,818;19,899;1,948;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
388;384;2387;2613;140,474;20,158;1,922;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
389;379;2371;2629;142,901;20,204;1,950;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
390;379;2347;2653;142,173;20,238;1,958;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
391;385;2326;2674;142,133;20,300;1,961;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
392;388;2319;2681;140,105;20,367;1,972;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
393;385;2304;2696;140,811;20,550;1,979;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
394;392;2290;2710;138,194;20,565;1,980;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
395;395;2291;2709;135,891;20,573;1,992;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
396;392;2274;2726;136,492;20,752;2,000;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
397;387;2264;2736;135,731;20,951;1,995;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
398;388;2260;2740;135,039;20,988;1,992;[4  6  7  0  2  7  0  7  5  4  2  6  5  4  2  7  3  3  6  1  3  2  3  2  3  1  6  0  6  2  2  7  2  1  3  4  3  6  3  6  1  1  3  1  2  6  2  3  1  7]
399;379;2258;2742;135,886;21,139;1,997;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
400;383;2241;2759;135,292;21,153;1,997;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
401;380;2224;2776;136,029;21,242;2,011;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
402;380;2219;2781;135,722;21,291;2,024;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
403;378;2213;2787;135,295;21,354;2,021;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
404;383;2214;2786;134,198;21,385;2,023;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
405;382;2197;2803;131,759;21,389;2,042;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
406;380;2173;2827;131,751;21,415;2,045;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
407;377;2146;2854;133,097;21,451;2,064;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
408;370;2143;2857;135,014;21,630;2,059;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
409;369;2139;2861;134,945;21,664;2,070;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
410;363;2131;2869;136,066;21,726;2,085;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
411;360;2126;2874;137,073;21,811;2,083;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
412;352;2127;2873;138,818;21,940;2,094;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
413;346;2121;2879;141,268;22,161;2,104;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
414;344;2116;2884;141,316;22,206;2,116;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
415;339;2109;2891;142,168;22,295;2,103;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
416;336;2121;2879;144,027;22,332;2,119;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
417;337;2124;2876;143,408;22,363;2,119;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
418;334;2125;2875;142,778;22,407;2,135;[0  1  5  2  5  5  3  2  4  0  4  3  4  2  0  1  6  7  4  3  5  1  0  7  2  6  7  5  3  4  6  4  4  1  7  5  7  7  4  0  0  6  4  0  6  7  5  0  6  7]
419;334;2143;2857;143,967;22,708;2,093;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
420;330;2150;2850;144,907;22,922;2,079;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
421;327;2147;2853;144,213;23,106;2,061;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
422;321;2148;2852;145,781;23,267;2,072;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
423;319;2153;2847;147,730;23,310;2,094;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
424;316;2156;2844;150,113;23,444;2,108;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
425;319;2157;2843;147,907;23,499;2,107;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
426;318;2155;2845;147,182;23,678;2,069;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
427;314;2155;2845;148,473;23,884;2,076;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
428;311;2164;2836;149,256;23,978;2,087;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
429;312;2167;2833;148,673;24,044;2,083;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
430;313;2173;2827;149,837;24,068;2,109;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
431;308;2160;2840;149,444;24,211;2,110;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
432;305;2155;2845;152,983;24,361;2,115;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
433;308;2155;2845;152,219;24,429;2,117;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
434;306;2154;2846;151,184;24,538;2,105;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
435;305;2162;2838;152,674;24,586;2,111;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
436;308;2170;2830;151,755;24,596;2,130;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
437;311;2170;2830;149,346;24,715;2,119;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
438;314;2170;2830;147,323;24,734;2,121;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
439;318;2155;2845;146,218;24,762;2,119;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
440;316;2142;2858;145,812;24,822;2,127;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
441;323;2145;2855;145,285;24,822;2,124;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
442;322;2134;2866;144,432;25,024;2,106;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
443;327;2128;2872;143,328;25,053;2,101;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
444;333;2115;2885;141,092;25,098;2,102;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
445;331;2113;2887;139,590;25,205;2,094;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
446;328;2110;2890;140,954;25,260;2,101;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
447;330;2114;2886;140,708;25,308;2,109;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
448;328;2104;2896;140,571;25,419;2,122;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
449;327;2106;2894;140,664;25,439;2,125;[3  7  3  7  6  4  2  2  2  7  0  6  5  7  6  1  7  7  0  1  2  1  4  6  2  2  2  0  0  1  2  1  1  0  6  6  3  7  4  5  6  1  6  6  5  1  3  1  3  3]
450;328;2102;2898;141,511;25,478;2,149;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
451;329;2097;2903;139,631;25,531;2,155;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
452;329;2094;2906;140,341;25,611;2,161;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
453;325;2097;2903;140,997;25,711;2,185;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
454;329;2093;2907;140,093;25,858;2,167;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
455;328;2078;2922;138,646;25,914;2,168;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
456;327;2073;2927;140,248;26,125;2,144;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
457;328;2063;2937;139,275;26,164;2,152;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
458;333;2048;2952;139,367;26,328;2,153;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
459;338;2048;2952;137,152;26,327;2,163;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
460;335;2050;2950;136,284;26,544;2,134;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
461;338;2048;2952;135,316;26,613;2,139;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
462;342;2048;2952;133,716;26,599;2,149;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
463;340;2058;2942;133,194;26,615;2,174;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
464;340;2055;2945;132,224;26,717;2,162;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
465;337;2045;2955;131,443;26,798;2,142;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
466;334;2046;2954;132,937;26,908;2,162;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
467;336;2024;2976;132,410;26,927;2,158;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
468;336;1999;3001;132,523;26,929;2,164;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
469;338;1995;3005;132,358;26,949;2,166;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
470;341;2005;2995;132,015;26,975;2,176;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
471;339;1993;3007;131,437;26,975;2,195;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
472;336;1977;3023;131,467;27,022;2,211;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
473;338;1984;3016;131,677;27,132;2,195;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
474;337;1988;3012;131,246;27,165;2,214;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
475;334;1982;3018;130,571;27,399;2,165;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
476;328;1988;3012;133,554;27,443;2,189;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
477;330;1988;3012;133,302;27,448;2,206;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
478;327;1987;3013;132,117;27,559;2,183;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
479;323;1980;3020;134,655;27,914;2,158;[3  3  6  2  5  4  6  2  2  5  2  7  4  6  0  5  1  4  1  6  7  5  6  5  2  2  6  4  2  3  7  2  5  7  7  4  2  7  5  0  0  3  6  1  7  0  3  2  2  1]
