Day,AnimalsCount,GrassCount,FreeFields,AvgAnimalEnergy,AvgDaysAlive,AvgChildCount,MostPopularGen
202,313,3469,1531,105.28052805280528,22.282981283842197,1.811881188118812,[0  5  0  1  7  1  3  0  5  3]
203,313,3457,1543,104.98349834983499,22.473633651504286,1.8151815181518152,[0  5  0  1  7  1  3  0  5  3]
204,318,3441,1559,103.81493506493507,22.536781020092892,1.827922077922078,[0  5  0  1  7  1  3  0  5  3]
205,313,3416,1584,104.80456026058631,22.75087372676528,1.8078175895765471,[0  5  0  1  7  1  3  0  5  3]
206,312,3408,1592,105.56818181818181,22.87612133902957,1.8246753246753247,[0  5  0  1  7  1  3  0  5  3]
207,322,3415,1585,104.80707395498392,22.86419752242412,1.8295819935691318,[0  5  0  1  7  1  3  0  5  3]
208,320,3395,1605,102.64240506329114,22.93253398207204,1.8259493670886076,[0  5  0  1  7  1  3  0  5  3]
209,319,3394,1606,105.0,23.141838822983367,1.8295819935691318,[0  5  0  1  7  1  3  0  5  3]
210,321,3378,1622,103.86942675159236,23.17843431452908,1.8407643312101911,[0  5  0  1  7  1  3  0  5  3]
211,322,3372,1628,104.41082802547771,23.30197326170091,1.8471337579617835,[0  5  0  1  7  1  3  0  5  3]
212,320,3373,1627,104.80830670926518,23.38348413273059,1.865814696485623,[0  5  0  1  7  1  3  0  5  3]
213,316,3361,1639,104.88782051282051,23.374773399722095,1.8621794871794872,[0  5  0  1  7  1  3  0  5  3]
214,313,3354,1646,107.33660130718954,23.427646381542935,1.8366013071895424,[0  5  0  1  7  1  3  0  5  3]
215,312,3355,1645,107.23127035830619,23.43851531853033,1.8501628664495113,[0  5  0  1  7  1  3  0  5  3]
216,311,3346,1654,107.77049180327869,23.534002918123793,1.8459016393442622,[0  5  0  1  7  1  3  0  5  3]
217,311,3340,1660,108.1311475409836,23.711609674935886,1.8360655737704918,[0  5  0  1  7  1  3  0  5  3]
218,311,3344,1656,109.78405315614619,23.808788256087094,1.8372093023255813,[0  5  0  1  7  1  3  0  5  3]
219,313,3342,1658,107.77777777777777,23.86898849586426,1.84640522875817,[0  5  0  1  7  1  3  0  5  3]
220,314,3340,1660,107.77777777777777,24.040182860992207,1.8594771241830066,[0  5  0  1  7  1  3  0  5  3]
221,314,3336,1664,107.07792207792208,24.112174545484024,1.8571428571428572,[0  5  0  1  7  1  3  0  5  3]
222,317,3332,1668,107.49185667752442,24.141460707467306,1.8664495114006514,[0  5  0  1  7  1  3  0  5  3]
223,322,3316,1684,105.84935897435898,24.180463136712948,1.8814102564102564,[0  5  0  1  7  1  3  0  5  3]
224,320,3300,1700,105.07911392405063,24.298246369909126,1.8512658227848102,[0  5  0  1  7  1  3  0  5  3]
225,315,3294,1706,107.62903225806451,24.382781544554064,1.8612903225806452,[0  5  0  1  7  1  3  0  5  3]
226,315,3281,1719,107.75806451612904,24.428030519113168,1.8741935483870968,[0  5  0  1  7  1  3  0  5  3]
227,307,3271,1729,109.640522875817,24.436097296298335,1.8790849673202614,[0  5  0  1  7  1  3  0  5  3]
228,302,3248,1752,112.6086956521739,24.464741544430154,1.8862876254180603,[0  5  0  1  7  1  3  0  5  3]
229,306,3234,1766,114.16107382550335,24.548345264836374,1.8825503355704698,[0  5  0  1  7  1  3  0  5  3]
230,307,3225,1775,113.75415282392026,24.566895241865883,1.8837209302325582,[0  5  0  1  7  1  3  0  5  3]
231,303,3219,1781,114.94983277591973,24.572507080464035,1.8963210702341138,[0  5  0  1  7  1  3  0  5  3]
232,299,3211,1789,116.4358108108108,24.5249226950287,1.9256756756756757,[0  5  0  1  7  1  3  0  5  3]
233,291,3205,1795,120.57491289198606,24.603180613630645,1.951219512195122,[0  5  0  1  7  1  3  0  5  3]
234,294,3198,1802,119.86206896551724,24.591483983696314,1.9551724137931035,[0  5  0  1  7  1  3  0  5  3]
235,292,3195,1805,121.65505226480836,24.609358544205417,1.961672473867596,[0  5  0  1  7  1  3  0  5  3]
236,292,3181,1819,121.19377162629758,24.60011957182264,1.972318339100346,[0  5  0  1  7  1  3  0  5  3]
237,291,3177,1823,124.2605633802817,24.676033651333633,1.9894366197183098,[0  5  0  1  7  1  3  0  5  3]
238,289,3170,1830,125.63829787234043,24.881546085460535,2.0,[0  5  0  1  7  1  3  0  5  3]
239,295,3169,1831,125.0,24.95511531645983,1.975438596491228,[0  5  0  1  7  1  3  0  5  3]
240,296,3165,1835,124.01041666666667,25.052958679916692,1.9826388888888888,[0  5  0  1  7  1  3  0  5  3]
241,297,3152,1848,121.88775510204081,25.061984431896946,1.9795918367346939,[0  5  0  1  7  1  3  0  5  3]
242,299,3135,1865,123.91752577319588,25.097214261160268,1.986254295532646,[0  5  0  1  7  1  3  0  5  3]
243,303,3127,1873,122.42424242424242,25.101159722143585,1.9932659932659933,[0  5  0  1  7  1  3  0  5  3]
